player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,pos_proxy,pts_lag1,reb_lag1,ast_lag1,ts_pct_lag1,usg_pct_lag1,net_rating_lag1,d_pts,d_ts,next_pts,next_reb,next_ast,next_ts_pct,improved_next_pts
Jaylen Hoard,OKC,22.0,203.2,97.975872,Wake Forest,France,Undrafted,Undrafted,Undrafted,19,6.1,3.4,1.3,-9.1,0.061,0.128,0.156,0.547,0.11,2020-21,2020,Wing (proxy),2.9,2.5,0.3,0.504,0.153,3.0,3.2,0.043,,,,,0
Jaylen Nowell,MIN,23.0,193.04,91.171992,Washington,USA,2019,2,43,65,10.8,2.6,2.0,0.0,0.0279999999999999,0.107,0.238,0.527,0.156,2022-23,2022,Guard (proxy),8.5,2.0,2.1,0.581,0.205,2.8,2.3000000000000007,-0.0539999999999999,,,,,0
Jaylin Williams,OKC,21.0,205.74,108.86208,Arkansas,USA,2022,2,34,49,5.9,4.9,1.6,-4.6,0.045,0.23,0.133,0.5589999999999999,0.109,2022-23,2022,Big (proxy),,,,,,,,,,,,,0
Jayson Tatum,BOS,25.0,203.2,95.25432,Duke,USA,2017,1,3,74,30.1,8.8,4.6,8.5,0.0289999999999999,0.2,0.319,0.607,0.205,2022-23,2022,Wing (proxy),26.9,8.0,4.4,0.578,0.313,12.1,3.200000000000003,0.029,,,,,0
Jayson Williams,NJN,31.0,205.74,108.86208,St. John's (NY),USA,1990,1,21,30,8.1,12.0,1.1,-5.7,0.15,0.239,0.13,0.474,0.054,1998-99,1998,Big (proxy),12.9,13.6,1.0,0.541,0.161,3.3,-4.800000000000001,-0.067,,,,,0
Jeff Adrien,HOU,29.0,201.0,111.0,Connecticut,USA,Undrafted,Undrafted,Undrafted,17,3.5,4.5,0.9,-4.8,0.107,0.278,0.1369999999999999,0.494,0.104,2014-15,2014,Wing (proxy),6.8,5.8,0.7,0.5529999999999999,0.168,-3.7,-3.3,-0.0589999999999999,,,,,0
Jeff Ayres,LAC,29.0,205.74,113.398,Arizona State,USA,2009,2,31,17,1.8,1.3,0.3,-18.2,0.042,0.17,0.142,0.585,0.078,2015-16,2015,Big (proxy),2.7,2.3,0.3,0.618,0.161,-7.9,-0.9000000000000001,-0.033,,,,,0
Jeff Dowtin Jr.,TOR,26.0,190.5,80.28578399999998,Rhode Island,USA,Undrafted,Undrafted,Undrafted,25,2.4,0.9,1.2,-0.6,0.022,0.069,0.106,0.5,0.154,2022-23,2022,Guard (proxy),,,,,,,,,,,,,0
Jeff Foster,IND,35.0,210.82,113.398,Texas State,USA,1999,1,21,11,2.3,3.8,0.4,7.1,0.15,0.205,0.093,0.569,0.051,2011-12,2011,Big (proxy),3.3,6.3,0.8,0.497,0.099,3.3,-1.0,0.0719999999999999,,,,,0
Jeff Grayer,SAC,31.0,195.58,95.25432,Iowa State,USA,1988,1,13,25,3.6,1.5,1.0,0.7,0.077,0.067,0.154,0.496,0.124,1996-97,1996,Wing (proxy),,,,,,,,,,,,,0
Jeff Green,DEN,36.0,203.2,106.59412,Georgetown,USA,2007,1,5,56,7.8,2.6,1.2,-8.0,0.035,0.096,0.1669999999999999,0.5760000000000001,0.095,2022-23,2022,Wing (proxy),10.3,3.1,1.3,0.627,0.16,1.8,-2.500000000000001,-0.0509999999999999,,,,,0
Jeff Hornacek,UTA,37.0,193.04,86.18248,Iowa State,USA,1986,2,46,77,12.4,2.4,2.6,7.3,0.0279999999999999,0.074,0.196,0.59,0.151,1999-00,1999,Guard (proxy),12.2,3.3,4.0,0.575,0.196,11.6,0.200000000000001,0.015,,,,,0
Jeff McInnis,CHA,33.0,193.04,86.18248,North Carolina,USA,1996,2,37,54,4.5,1.8,4.1,-7.5,0.0139999999999999,0.069,0.113,0.461,0.239,2007-08,2007,Guard (proxy),4.3,1.6,3.3,0.423,0.156,-7.5,0.2000000000000001,0.038,,,,,0
Jeff Nordgaard,MIL,25.0,200.66,102.0582,Wisconsin-Green Bay,USA,1996,2,53,13,1.4,1.1,0.2,4.4,0.071,0.2269999999999999,0.1989999999999999,0.41,0.086,1997-98,1997,Wing (proxy),,,,,,,,,,,,,0
Jeff Sheppard,ATL,24.0,190.5,86.18248,Kentucky,USA,Undrafted,Undrafted,Undrafted,17,2.4,1.3,0.9,-2.9,0.036,0.098,0.13,0.447,0.157,1998-99,1998,Guard (proxy),,,,,,,,,,,,,0
Jeff Teague,MIL,33.0,190.5,88.45044,Wake Forest,USA,2009,1,19,55,6.7,1.6,2.4,2.8,0.016,0.074,0.174,0.562,0.182,2020-21,2020,Guard (proxy),10.9,2.4,5.2,0.557,0.192,-5.7,-4.2,0.005,,,,,0
Jeff Trepagnier,DEN,24.0,193.04,90.7184,Southern California,USA,2001,2,35,11,2.3,1.4,0.4,-13.9,0.065,0.106,0.215,0.308,0.075,2003-04,2003,Guard (proxy),1.5,1.0,1.0,0.345,0.203,3.6,0.7999999999999998,-0.0369999999999999,,,,,0
Jeff Withey,DAL,28.0,213.36,104.32616,Kansas,USA,2013,2,39,10,1.5,1.0,0.0,25.0,0.023,0.22,0.2,0.444,0.0,2017-18,2017,Big (proxy),2.9,2.4,0.1,0.588,0.145,-0.2,-1.4,-0.1439999999999999,,,,,0
Jeffery Taylor,CHA,26.0,200.66,102.0582,Vanderbilt,Sweden,2012,2,31,29,4.4,1.8,0.8,-13.6,0.034,0.104,0.165,0.481,0.093,2014-15,2014,Wing (proxy),8.0,2.3,0.8,0.436,0.187,-6.9,-3.6,0.0449999999999999,,,,,0
Jelani McCoy,ATL,27.0,208.28,111.13004,UCLA,USA,1998,2,33,10,1.5,2.1,0.0,1.8,0.103,0.165,0.114,0.493,0.0,2004-05,2004,Big (proxy),6.8,5.3,0.6,0.507,0.185,-12.5,-5.3,-0.014,,,,,0
Jerald Honeycutt,PHI,24.0,205.74,115.212368,Tulane,USA,1997,2,38,16,1.9,0.8,0.2,-10.6,0.0289999999999999,0.11,0.2,0.412,0.067,1998-99,1998,Big (proxy),6.4,2.4,0.9,0.497,0.245,2.1,-4.5,-0.085,,,,,0
Jerami Grant,POR,29.0,203.2,95.25432,Syracuse,USA,2014,2,39,63,20.5,4.5,2.4,-1.2,0.025,0.104,0.2269999999999999,0.606,0.103,2022-23,2022,Wing (proxy),19.2,4.1,2.4,0.556,0.253,-7.8,1.3000000000000007,0.0499999999999999,,,,,0
Jeremiah Robinson-Earl,OKC,22.0,203.2,108.86208,Villanova,USA,2021,2,32,43,6.8,4.2,1.0,-0.9,0.0819999999999999,0.129,0.143,0.5479999999999999,0.069,2022-23,2022,Wing (proxy),7.5,5.6,1.0,0.526,0.152,-9.8,-0.7000000000000002,0.0219999999999999,,,,,0
Jeremy Evans,DAL,28.0,205.74,90.7184,Western Kentucky,USA,2010,2,55,30,2.4,1.8,0.1,-4.5,0.047,0.1669999999999999,0.1159999999999999,0.62,0.013,2015-16,2015,Big (proxy),2.4,1.9,0.3,0.636,0.131,6.2,0.0,-0.016,,,,,0
Jeremy Lamb,SAC,30.0,195.58,81.64656,Connecticut,USA,2012,1,12,56,7.3,2.8,1.4,0.6,0.026,0.134,0.1889999999999999,0.521,0.124,2021-22,2021,Wing (proxy),10.1,3.6,1.5,0.5870000000000001,0.18,-0.3,-2.8,-0.066,,,,,0
Jeremy Lin,TOR,30.0,190.5,90.7184,Harvard,USA,Undrafted,Undrafted,Undrafted,74,9.6,2.4,3.1,-5.1,0.0139999999999999,0.102,0.213,0.5579999999999999,0.249,2018-19,2018,Guard (proxy),14.5,3.8,5.1,0.5660000000000001,0.259,-2.9,-4.9,-0.0080000000000001,,,,,0
Jeremy Pargo,PHI,27.0,187.96,99.336648,Gonzaga,USA,Undrafted,Undrafted,Undrafted,39,6.8,1.3,2.4,-10.4,0.013,0.077,0.228,0.478,0.254,2012-13,2012,Guard (proxy),2.9,0.8,1.3,0.389,0.213,-15.7,3.9,0.0889999999999999,,,,,0
Jeremy Richardson,ORL,25.0,200.66,88.45044,Delta State,USA,Undrafted,Undrafted,Undrafted,12,3.1,1.2,0.3,-16.4,0.009,0.146,0.261,0.358,0.067,2008-09,2008,Wing (proxy),1.5,0.3,0.1,0.457,0.174,-22.7,1.6,-0.099,,,,,0
Jeremy Sochan,SAS,20.0,203.2,104.32616,Baylor,Poland,2022,1,9,56,11.0,5.3,2.5,-7.0,0.06,0.14,0.195,0.509,0.132,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Jeremy Tyler,NYK,23.0,208.28,113.398,,USA,2011,2,39,41,3.6,2.7,0.2,-4.6,0.11,0.216,0.187,0.532,0.032,2013-14,2013,Big (proxy),1.0,1.0,0.0,0.413,0.216,7.0,2.6,0.119,,,,,0
Jerian Grant,ORL,26.0,193.04,92.98636,Notre Dame,USA,2015,1,19,60,4.2,1.6,2.6,-7.3,0.019,0.083,0.13,0.526,0.242,2018-19,2018,Guard (proxy),8.4,2.3,4.6,0.528,0.172,-7.1,-4.2,-0.002,,,,,0
Jericho Sims,NYK,24.0,208.28,113.398,Texas,USA,2021,2,58,52,3.4,4.7,0.5,-6.7,0.1169999999999999,0.175,0.074,0.78,0.044,2022-23,2022,Big (proxy),2.2,4.1,0.5,0.674,0.068,6.5,1.1999999999999995,0.1059999999999999,,,,,0
Jermaine Jackson,MIL,30.0,195.58,92.532768,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,30,1.2,0.9,0.8,-24.2,0.049,0.104,0.106,0.544,0.217,2005-06,2005,Wing (proxy),2.0,1.1,1.1,0.542,0.105,-9.1,-0.8,0.002,,,,,0
Jermaine O'Neal,GSW,35.0,210.82,115.66596,,USA,1996,1,17,44,7.9,5.5,0.6,3.5,0.111,0.187,0.184,0.57,0.045,2013-14,2013,Big (proxy),8.3,5.3,0.8,0.5379999999999999,0.221,-6.8,-0.4000000000000003,0.032,,,,,0
Jermaine Taylor,SAC,24.0,193.04,95.25432,Central Florida,USA,2009,2,32,34,6.6,1.8,0.9,-10.1,0.061,0.088,0.226,0.535,0.105,2010-11,2010,Guard (proxy),4.1,1.5,0.5,0.46,0.223,-20.7,2.5,0.075,,,,,0
Jermareo Davidson,GSW,24.0,208.28,104.32616,Alabama,USA,2007,2,36,14,3.0,2.4,0.1,-5.0,0.08,0.226,0.173,0.494,0.016,2008-09,2008,Big (proxy),3.2,1.6,0.3,0.437,0.22,-11.3,-0.2000000000000001,0.0569999999999999,,,,,0
Jerome Allen,DEN,24.0,193.04,83.46092800000001,Pennsylvania,USA,1995,2,49,76,3.0,1.3,2.0,-3.7,0.031,0.088,0.154,0.449,0.264,1996-97,1996,Guard (proxy),,,,,,,,,,,,,0
Jerome James,NYK,31.0,215.9,127.00576,Florida A&M,USA,1998,2,36,41,1.9,1.6,0.1,-13.2,0.08,0.176,0.186,0.437,0.023,2006-07,2006,Big (proxy),3.1,2.1,0.3,0.494,0.211,-19.0,-1.2000000000000002,-0.0569999999999999,,,,,0
Jerome Jordan,BKN,28.0,213.36,114.758776,Tulsa,Jamaica,2010,2,44,44,3.1,2.4,0.3,-12.2,0.148,0.154,0.157,0.609,0.06,2014-15,2014,Big (proxy),2.0,1.3,0.2,0.561,0.157,11.8,1.1,0.0479999999999999,,,,,0
Jerome Kersey,MIL,39.0,200.66,97.52228,Longwood,USA,1984,2,46,22,3.3,2.0,0.7,1.3,0.036,0.196,0.15,0.473,0.098,2000-01,2000,Wing (proxy),4.5,3.1,1.0,0.431,0.149,6.4,-1.2000000000000002,0.0419999999999999,,,,,0
Jerome Moiso,CLE,27.0,208.28,117.93392,UCLA,France,2000,1,11,20,1.4,1.9,0.1,-18.5,0.093,0.262,0.114,0.59,0.0139999999999999,2004-05,2004,Big (proxy),2.9,3.2,0.2,0.506,0.15,-3.3,-1.5,0.0839999999999999,,,,,0
Jerome Robinson,WAS,24.0,193.04,86.18248,Boston College,USA,2018,1,13,17,4.9,2.2,1.5,-13.1,0.011,0.105,0.161,0.4,0.114,2020-21,2020,Guard (proxy),5.1,2.0,1.4,0.476,0.155,-1.0,-0.1999999999999993,-0.0759999999999999,,,,,0
Jerome Williams,NYK,32.0,205.74,93.439952,Georgetown,USA,1996,1,26,79,4.5,3.6,0.5,0.5,0.114,0.17,0.144,0.563,0.055,2004-05,2004,Big (proxy),6.2,7.0,1.1,0.522,0.135,-6.7,-1.7000000000000002,0.0409999999999999,,,,,0
Jerry Stackhouse,BKN,38.0,198.12,98.883056,North Carolina,USA,1995,1,3,37,4.9,0.9,0.9,-1.7,0.01,0.063,0.17,0.5,0.107,2012-13,2012,Wing (proxy),3.6,0.8,0.5,0.49,0.206,-0.9,1.3000000000000005,0.01,,,,,0
Jerryd Bayless,MIN,30.0,190.5,90.7184,Arizona,USA,2008,1,11,34,6.1,1.8,3.5,-12.4,0.015,0.08,0.172,0.431,0.262,2018-19,2018,Guard (proxy),7.9,2.1,1.4,0.546,0.146,-3.4,-1.8000000000000007,-0.115,,,,,0
Jeryl Sasser,ORL,24.0,198.12,90.7184,Southern Methodist,USA,2001,1,22,75,2.6,2.5,0.9,-11.2,0.067,0.143,0.124,0.402,0.107,2002-03,2002,Wing (proxy),,,,,,,,,,,,,0
Jevon Carter,MIL,27.0,185.42,90.7184,West Virginia,USA,2018,2,32,81,8.0,2.5,2.4,1.9,0.018,0.084,0.149,0.56,0.15,2022-23,2022,Guard (proxy),4.2,1.7,1.5,0.531,0.135,-3.0,3.8,0.029,,,,,0
Jim Jackson,LAL,35.0,198.12,99.79024,Ohio State,USA,1992,1,4,40,3.0,1.9,0.9,1.1,0.023,0.129,0.172,0.365,0.099,2005-06,2005,Wing (proxy),10.5,4.2,2.9,0.5529999999999999,0.1639999999999999,0.6,-7.5,-0.1879999999999999,,,,,0
Jim McIlvaine,NJN,28.0,215.9,108.86208,Marquette,USA,1994,2,32,18,1.6,1.9,0.2,-11.7,0.048,0.179,0.099,0.421,0.038,2000-01,2000,Big (proxy),2.4,3.5,0.5,0.439,0.092,-0.5,-0.7999999999999998,-0.018,,,,,0
Jimmer Fredette,NOP,26.0,187.96,88.45044,Brigham Young,USA,2011,1,10,50,3.6,0.8,1.2,2.7,0.018,0.07,0.1889999999999999,0.479,0.171,2014-15,2014,Guard (proxy),5.6,1.1,1.3,0.578,0.244,-1.8,-2.0,-0.0989999999999999,,,,,0
Jimmy Butler,MIA,33.0,200.66,104.32616,Marquette,USA,2011,1,30,64,22.9,5.9,5.3,1.2,0.068,0.121,0.248,0.647,0.264,2022-23,2022,Wing (proxy),21.4,5.9,5.5,0.5920000000000001,0.26,6.1,1.5,0.0549999999999999,,,,,0
Jiri Welsch,MIL,26.0,200.66,94.347136,,Czech Republic,2002,1,16,58,4.3,1.9,1.1,-10.9,0.0279999999999999,0.125,0.157,0.482,0.122,2005-06,2005,Wing (proxy),6.5,2.4,1.5,0.518,0.178,-2.4,-2.2,-0.036,,,,,0
Joakim Noah,MEM,34.0,210.82,104.32616,Florida,USA,2007,1,9,42,7.1,5.7,2.1,1.8,0.078,0.247,0.191,0.5710000000000001,0.2019999999999999,2018-19,2018,Big (proxy),5.0,8.8,2.2,0.491,0.125,-6.0,2.1,0.08,,,,,0
Jock Landale,PHX,27.0,210.82,115.66596,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,69,6.6,4.1,1.0,7.9,0.114,0.1639999999999999,0.182,0.595,0.1009999999999999,2022-23,2022,Big (proxy),4.9,2.6,0.8,0.597,0.172,-1.1,1.6999999999999993,-0.002,,,,,0
Jodie Meeks,WAS,30.0,193.04,95.25432,Kentucky,USA,2009,2,41,77,6.3,1.6,0.9,-6.8,0.013,0.102,0.179,0.5479999999999999,0.1,2017-18,2017,Guard (proxy),9.1,2.1,1.3,0.5670000000000001,0.196,-5.4,-2.8,-0.0190000000000001,,,,,0
Joe Alexander,MIL,22.0,203.2,104.32616,West Virginia,USA,2008,1,8,59,4.7,1.9,0.7,-3.1,0.068,0.125,0.201,0.494,0.094,2008-09,2008,Wing (proxy),,,,,,,,,,,,,0
Joe Crispin,PHX,22.0,182.88,83.91452,Penn State,USA,Undrafted,Undrafted,Undrafted,21,3.8,0.5,1.2,-5.3,0.0139999999999999,0.068,0.239,0.536,0.2769999999999999,2001-02,2001,Guard (proxy),,,,,,,,,,,,,0
Joe Dumars,DET,36.0,190.5,88.45044,McNeese State,USA,1985,1,18,38,11.3,1.8,3.5,3.9,0.013,0.063,0.186,0.568,0.2,1998-99,1998,Guard (proxy),13.1,1.4,3.5,0.5489999999999999,0.191,0.8,-1.799999999999999,0.019,,,,,0
Joe Harris,BKN,31.0,198.12,99.79024,Virginia,USA,2014,2,33,74,7.6,2.2,1.4,-1.0,0.016,0.089,0.141,0.621,0.091,2022-23,2022,Wing (proxy),11.3,4.0,1.0,0.624,0.146,1.1,-3.700000000000001,-0.003,,,,,0
Joe Ingles,MIL,35.0,205.74,99.79024,,Australia,Undrafted,Undrafted,Undrafted,46,6.9,2.8,3.3,2.5,0.012,0.102,0.122,0.616,0.181,2022-23,2022,Big (proxy),7.2,2.9,3.5,0.551,0.129,8.2,-0.2999999999999998,0.0649999999999999,,,,,0
Joe Johnson,HOU,37.0,200.66,108.86208,Arkansas,USA,2001,1,10,55,6.8,3.1,1.5,-3.6,0.011,0.13,0.157,0.49,0.109,2017-18,2017,Wing (proxy),9.2,3.1,1.8,0.542,0.186,4.2,-2.3999999999999995,-0.052,,,,,0
Joe Kleine,PHX,37.0,213.36,122.923432,Arkansas,USA,1985,1,6,31,2.2,2.2,0.4,-7.6,0.084,0.135,0.113,0.429,0.05,1998-99,1998,Big (proxy),2.0,1.7,0.7,0.408,0.162,-4.0,0.2000000000000001,0.021,,,,,0
Joe Smith,LAL,35.0,208.28,102.0582,Maryland,USA,1995,1,1,16,0.5,1.3,0.3,-2.7,0.051,0.257,0.139,0.237,0.093,2010-11,2010,Big (proxy),3.0,2.5,0.3,0.4529999999999999,0.179,-1.6,-2.5,-0.2159999999999999,,,,,0
Joe Stephens,VAN,27.0,200.66,95.25432,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,13,3.2,2.8,0.8,7.1,0.087,0.146,0.143,0.389,0.087,1999-00,1999,Wing (proxy),,,,,,,,,,,,,0
Joe Wieskamp,SAS,22.0,198.12,92.98636,Iowa,USA,2021,2,41,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021-22,2021,Wing (proxy),,,,,,,,,,,,,0
Joe Wolf,DEN,33.0,210.82,104.32616,North Carolina,USA,1987,1,13,57,1.5,2.2,0.5,-9.3,0.067,0.179,0.11,0.347,0.08,1997-98,1997,Big (proxy),1.7,2.0,0.4,0.488,0.0969999999999999,-3.5,-0.1999999999999999,-0.141,,,,,0
Joe Young,IND,26.0,187.96,83.91452,Oregon,USA,2015,2,43,53,3.9,1.2,0.7,-6.8,0.02,0.091,0.1689999999999999,0.521,0.103,2017-18,2017,Guard (proxy),2.1,0.5,0.5,0.433,0.26,-26.1,1.7999999999999998,0.088,,,,,0
Joel Anthony,SAS,34.0,205.74,111.13004,Nevada-Las Vegas,Canada,Undrafted,Undrafted,Undrafted,19,1.3,1.6,0.2,-7.3,0.068,0.19,0.088,0.64,0.0409999999999999,2016-17,2016,Big (proxy),0.9,1.1,0.1,0.6659999999999999,0.074,-7.0,0.4,-0.0259999999999999,,,,,0
Joel Bolomboy,UTA,23.0,205.74,106.59412,Weber State,Ukraine,2016,2,52,12,1.8,1.4,0.2,11.3,0.083,0.255,0.18,0.59,0.065,2016-17,2016,Big (proxy),,,,,,,,,,,,,0
Joel Embiid,PHI,29.0,213.36,127.00576,Kansas,Cameroon,2014,1,3,66,33.1,10.2,4.2,8.8,0.057,0.243,0.37,0.655,0.233,2022-23,2022,Big (proxy),30.6,11.7,4.2,0.616,0.375,7.9,2.5,0.039,,,,,0
Joel Freeland,POR,28.0,208.28,102.0582,,Great Britain,2006,1,30,48,3.5,4.0,0.3,6.9,0.111,0.221,0.136,0.522,0.039,2014-15,2014,Big (proxy),3.3,4.0,0.7,0.498,0.123,0.5,0.2000000000000001,0.024,,,,,0
Joel Przybilla,MIL,33.0,215.9,111.13004,Minnesota,USA,2000,1,9,12,0.2,1.8,0.3,-36.3,0.069,0.258,0.0559999999999999,0.205,0.08,2012-13,2012,Big (proxy),2.0,5.1,0.2,0.492,0.083,-4.0,-1.8,-0.287,,,,,0
Joey Dorsey,HOU,31.0,205.74,124.7378,Memphis,USA,2008,2,33,69,2.7,4.0,0.4,0.7,0.126,0.233,0.11,0.507,0.043,2014-15,2014,Big (proxy),3.1,4.4,0.6,0.529,0.141,-2.0,-0.3999999999999999,-0.022,,,,,0
Joey Graham,CLE,29.0,200.66,104.32616,Oklahoma State,USA,2005,1,16,39,5.2,2.2,0.5,-9.4,0.017,0.153,0.175,0.518,0.054,2010-11,2010,Wing (proxy),4.3,2.0,0.4,0.568,0.1639999999999999,-3.4,0.9000000000000004,-0.0499999999999999,,,,,0
Joffrey Lauvergne,SAS,26.0,210.82,117.93392,,France,2013,2,55,55,4.1,3.1,0.7,-5.8,0.118,0.207,0.192,0.536,0.121,2017-18,2017,Big (proxy),5.4,3.6,1.0,0.509,0.188,-5.6,-1.3000000000000007,0.027,,,,,0
Johan Petro,ATL,27.0,213.36,112.037224,,France,2005,1,25,31,3.5,3.6,0.5,-12.9,0.104,0.259,0.181,0.4679999999999999,0.076,2012-13,2012,Big (proxy),4.2,3.8,0.8,0.452,0.158,-8.7,-0.7000000000000002,0.0159999999999999,,,,,0
John Amaechi,UTA,32.0,208.28,122.46984,Penn State,England,Undrafted,Undrafted,Undrafted,50,2.0,1.5,0.4,-2.6,0.066,0.132,0.1689999999999999,0.351,0.073,2002-03,2002,Big (proxy),3.2,2.0,0.5,0.412,0.204,-12.3,-1.2000000000000002,-0.061,,,,,0
John Butler Jr.,POR,20.0,213.36,86.18248,Florida State,USA,Undrafted,Undrafted,Undrafted,19,2.4,0.9,0.6,-16.1,0.012,0.065,0.102,0.411,0.066,2022-23,2022,Big (proxy),,,,,,,,,,,,,0
John Celestand,LAL,23.0,193.04,80.73937600000001,Villanova,USA,1999,2,30,16,2.3,0.7,1.3,-3.1,0.006,0.0559999999999999,0.148,0.3879999999999999,0.165,1999-00,1999,Guard (proxy),,,,,,,,,,,,,0
John Coker,WAS,27.0,213.36,114.758776,Boise State,USA,Undrafted,Undrafted,Undrafted,14,2.2,1.6,0.0,-25.5,0.061,0.19,0.15,0.461,0.0,1998-99,1998,Big (proxy),,,,,,,,,,,,,0
John Collins,ATL,25.0,205.74,102.511792,Wake Forest,USA,2017,1,19,71,13.1,6.5,1.2,-0.2,0.035,0.18,0.168,0.593,0.052,2022-23,2022,Big (proxy),16.2,7.8,1.8,0.61,0.2019999999999999,0.8,-3.1,-0.017,,,,,0
John Crotty,DEN,33.0,185.42,83.91452,Virginia,USA,Undrafted,Undrafted,Undrafted,12,3.4,1.3,2.4,-13.7,0.0069999999999999,0.0819999999999999,0.15,0.431,0.322,2002-03,2002,Guard (proxy),6.9,1.8,3.4,0.599,0.163,2.6,-3.5000000000000004,-0.1679999999999999,,,,,0
John Edwards,ATL,24.0,213.36,124.7378,Kent State,USA,Undrafted,Undrafted,Undrafted,40,1.8,1.2,0.1,-12.7,0.073,0.128,0.127,0.508,0.0279999999999999,2005-06,2005,Big (proxy),1.2,0.8,0.1,0.401,0.165,-26.6,0.6000000000000001,0.1069999999999999,,,,,0
John Henson,DET,29.0,205.74,99.336648,North Carolina,USA,2012,1,14,40,5.5,4.1,1.4,-0.7,0.077,0.191,0.16,0.578,0.133,2019-20,2019,Big (proxy),5.6,5.1,1.0,0.5529999999999999,0.173,1.7,-0.0999999999999996,0.025,,,,,0
John Holland,CLE,29.0,195.58,92.98636,Boston U.,USA,Undrafted,Undrafted,Undrafted,24,2.3,1.0,0.2,-8.8,0.036,0.104,0.178,0.417,0.04,2017-18,2017,Wing (proxy),,,,,,,,,,,,,0
John Jenkins,NYK,28.0,193.04,97.52228,Vanderbilt,USA,2012,1,23,26,4.7,1.4,0.8,-6.5,0.018,0.083,0.16,0.536,0.105,2018-19,2018,Guard (proxy),4.1,1.3,0.8,0.522,0.174,-6.6,0.6000000000000005,0.014,,,,,0
John Konchar,MEM,27.0,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,72,5.1,4.3,1.4,7.0,0.04,0.152,0.1,0.542,0.0819999999999999,2022-23,2022,Wing (proxy),4.8,4.6,1.5,0.615,0.0969999999999999,2.7,0.2999999999999998,-0.0729999999999999,,,,,0
John Long,TOR,40.0,195.58,90.7184,Detroit Mercy,USA,1978,2,29,32,4.0,1.3,0.7,-9.8,0.017,0.1009999999999999,0.182,0.499,0.104,1996-97,1996,Wing (proxy),,,,,,,,,,,,,0
John Lucas III,DET,32.0,180.34,75.296272,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,21,4.7,0.8,2.9,-9.1,0.017,0.053,0.211,0.461,0.392,2014-15,2014,Guard (proxy),3.8,0.9,1.0,0.4029999999999999,0.163,-16.5,0.9000000000000004,0.0580000000000001,,,,,0
John Salley,LAL,36.0,210.82,115.66596,Georgia Tech,USA,1986,1,11,45,1.6,1.4,0.6,0.7,0.068,0.156,0.148,0.437,0.146,1999-00,1999,Big (proxy),,,,,,,,,,,,,0
John Salmons,NOP,35.0,198.12,95.25432,Miami (FL),USA,2002,1,26,21,2.0,1.0,0.6,-12.1,0.015,0.075,0.093,0.422,0.078,2014-15,2014,Wing (proxy),5.2,2.1,1.9,0.462,0.129,-0.1,-3.2,-0.04,,,,,0
John Starks,UTA,36.0,195.58,86.18248,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,66,4.4,1.0,1.1,-1.1,0.019,0.069,0.184,0.442,0.132,2001-02,2001,Wing (proxy),9.3,2.1,2.4,0.476,0.181,3.8,-4.9,-0.0339999999999999,,,,,0
John Stockton,UTA,41.0,185.42,79.3786,Gonzaga,USA,1984,1,16,82,10.8,2.5,7.7,5.2,0.0279999999999999,0.078,0.191,0.5770000000000001,0.445,2002-03,2002,Guard (proxy),13.4,3.2,8.2,0.601,0.1969999999999999,3.1,-2.6,-0.0239999999999999,,,,,0
John Thomas,NJN,30.0,205.74,120.20188,Minnesota,USA,1997,1,25,16,0.9,1.3,0.1,-3.7,0.1119999999999999,0.1119999999999999,0.094,0.447,0.026,2005-06,2005,Big (proxy),2.5,2.2,0.4,0.522,0.114,4.4,-1.6,-0.075,,,,,0
John Wall,LAC,32.0,190.5,95.25432,Kentucky,USA,2010,1,1,34,11.4,2.7,5.2,-6.6,0.018,0.096,0.259,0.497,0.38,2022-23,2022,Guard (proxy),20.6,3.2,6.9,0.503,0.316,-5.7,-9.2,-0.006,,,,,0
John Wallace,MIA,30.0,205.74,102.0582,Syracuse,USA,1996,1,18,37,4.3,1.6,0.4,-9.3,0.036,0.153,0.24,0.486,0.083,2003-04,2003,Big (proxy),5.0,1.8,0.6,0.493,0.24,-6.9,-0.7000000000000002,-0.007,,,,,0
Johnathan Motley,LAC,25.0,203.2,104.32616,Baylor,USA,Undrafted,Undrafted,Undrafted,13,2.2,0.8,0.6,5.7,0.077,0.1889999999999999,0.235,0.774,0.308,2019-20,2019,Wing (proxy),4.6,2.3,0.5,0.563,0.266,-8.9,-2.3999999999999995,0.211,,,,,0
Johnathan Williams,WAS,25.0,205.74,103.418976,Gonzaga,USA,Undrafted,Undrafted,Undrafted,15,3.0,4.3,0.5,-11.6,0.119,0.215,0.1,0.5660000000000001,0.064,2019-20,2019,Big (proxy),6.5,4.1,0.5,0.599,0.158,7.6,-3.5,-0.0329999999999999,,,,,0
